leaveType,leaveDuration,month,dayOfWeek,previousLeavesTaken,status
Sick Leave,7,12,4,2,Rejected
Sick Leave,3,3,1,2,Rejected
Casual Leave,5,11,0,0,Rejected
Annual Leave,5,10,0,0,Approved
Annual Leave,7,7,2,1,Rejected
Casual Leave,3,10,0,0,Approved
Casual Leave,1,10,2,1,Approved
Sick Leave,5,11,2,0,Approved
Casual Leave,1,6,3,1,Approved
Annual Leave,3,6,0,0,Approved
Sick Leave,2,9,4,1,Approved
Sick Leave,5,9,0,2,Approved
Sick Leave,3,12,3,3,Rejected
Annual Leave,7,11,1,3,Approved
Sick Leave,1,8,0,0,Approved
Sick Leave,1,1,2,1,Approved
Casual Leave,2,2,4,0,Approved
Casual Leave,3,7,4,1,Approved
Sick Leave,1,1,4,2,Rejected
Annual Leave,14,7,4,2,Approved
Casual Leave,2,5,2,3,Approved
Annual Leave,3,4,4,4,Rejected
Casual Leave,7,5,0,0,Approved
Casual Leave,5,8,1,1,Rejected
Casual Leave,1,8,4,1,Rejected
Casual Leave,2,2,2,1,Approved
Annual Leave,14,10,2,0,Rejected
Casual Leave,1,1,2,0,Rejected
Annual Leave,5,1,0,0,Rejected
Annual Leave,14,6,0,0,Rejected
Annual Leave,5,10,0,0,Rejected
Annual Leave,10,8,1,0,Rejected
Sick Leave,7,6,3,0,Approved
Casual Leave,5,1,1,1,Approved
Annual Leave,14,9,2,2,Rejected
Casual Leave,2,1,1,2,Approved
Casual Leave,1,10,3,0,Approved
Annual Leave,2,4,4,1,Approved
Sick Leave,5,5,4,2,Approved
Annual Leave,7,5,1,3,Rejected
Sick Leave,2,5,2,3,Rejected
Annual Leave,14,9,3,3,Rejected
Annual Leave,3,10,4,0,Approved
Casual Leave,3,4,4,1,Approved
Sick Leave,2,12,1,2,Rejected
Sick Leave,3,9,0,2,Approved
Sick Leave,1,10,3,3,Approved
Annual Leave,7,1,1,0,Rejected
Annual Leave,14,4,1,0,Rejected
Casual Leave,2,11,0,0,Rejected
Sick Leave,2,3,0,0,Approved
Annual Leave,1,5,0,1,Approved
Casual Leave,2,11,0,0,Approved
Sick Leave,5,12,4,1,Approved
Sick Leave,1,9,4,2,Approved
Annual Leave,7,8,1,0,Approved
Sick Leave,2,2,2,1,Approved
Annual Leave,5,6,2,2,Approved
Casual Leave,5,11,3,3,Rejected
Sick Leave,5,10,0,3,Approved
Sick Leave,3,12,4,0,Approved
Annual Leave,7,7,4,1,Approved
Sick Leave,5,2,0,2,Approved
Annual Leave,7,3,1,3,Approved
Annual Leave,2,12,1,4,Rejected
Sick Leave,7,7,4,4,Approved
Casual Leave,1,11,1,0,Approved
Annual Leave,14,5,1,1,Rejected
Sick Leave,1,10,4,1,Approved
Sick Leave,2,9,2,2,Rejected
Sick Leave,2,6,0,0,Approved
Casual Leave,2,11,1,1,Approved
Casual Leave,5,2,4,0,Approved
Casual Leave,2,11,1,1,Rejected
Sick Leave,1,7,2,1,Approved
Sick Leave,7,10,4,2,Approved
Annual Leave,14,11,0,3,Approved
Annual Leave,3,9,4,0,Rejected
Sick Leave,2,9,0,0,Rejected
Casual Leave,2,11,0,0,Rejected
Casual Leave,1,3,4,0,Rejected
Annual Leave,5,4,3,0,Approved
Sick Leave,3,12,3,1,Rejected
Casual Leave,1,6,3,0,Approved
Sick Leave,2,5,3,1,Approved
Annual Leave,3,1,0,0,Approved
Annual Leave,5,11,4,1,Approved
Sick Leave,2,2,4,2,Rejected
Casual Leave,3,9,0,2,Approved
Casual Leave,5,1,4,3,Approved
Casual Leave,2,9,0,4,Approved
Sick Leave,7,7,3,0,Approved
Casual Leave,3,10,0,1,Approved
Sick Leave,3,3,1,2,Approved
Casual Leave,2,4,2,0,Rejected
Sick Leave,5,5,4,0,Approved
Casual Leave,5,1,2,1,Rejected
Casual Leave,1,12,3,1,Approved
Annual Leave,10,2,0,2,Rejected
Casual Leave,3,6,4,2,Rejected
Annual Leave,7,12,3,2,Rejected
Sick Leave,3,1,0,0,Approved
Casual Leave,2,4,1,1,Rejected
Casual Leave,2,4,4,0,Approved
Sick Leave,3,3,0,1,Rejected
Sick Leave,1,9,2,1,Approved
Casual Leave,3,2,1,2,Approved
Casual Leave,2,1,1,3,Rejected
Casual Leave,2,7,3,3,Rejected
Sick Leave,5,10,0,0,Approved
Casual Leave,5,8,0,1,Approved
Casual Leave,3,3,0,2,Approved
Casual Leave,3,10,3,3,Approved
Casual Leave,7,11,4,4,Approved
Casual Leave,5,9,1,5,Rejected
Casual Leave,1,2,3,5,Approved
Annual Leave,7,11,4,0,Approved
Casual Leave,1,3,4,1,Rejected
Casual Leave,2,11,4,1,Approved
Annual Leave,5,3,4,2,Approved
Annual Leave,5,4,0,0,Approved
Annual Leave,5,12,0,1,Approved
Sick Leave,5,6,3,2,Approved
Casual Leave,7,8,2,3,Approved
Annual Leave,5,1,2,0,Rejected
Annual Leave,3,10,0,0,Approved
Casual Leave,3,10,4,1,Approved
Sick Leave,1,5,1,2,Approved
Annual Leave,7,7,1,3,Rejected
Casual Leave,1,5,1,3,Approved
Casual Leave,1,3,0,4,Rejected
Sick Leave,5,8,4,0,Rejected
Sick Leave,3,10,0,0,Approved
Sick Leave,2,3,1,1,Approved
Casual Leave,3,10,1,0,Approved
Sick Leave,7,8,0,1,Approved
Sick Leave,1,8,0,2,Approved
Casual Leave,1,10,1,3,Approved
Casual Leave,5,9,0,4,Approved
Sick Leave,5,5,0,5,Rejected
Casual Leave,1,3,1,0,Approved
Sick Leave,1,8,2,1,Approved
Sick Leave,3,12,0,2,Approved
Annual Leave,3,6,4,3,Approved
Sick Leave,2,9,1,4,Approved
Annual Leave,7,2,3,0,Approved
Annual Leave,10,1,2,1,Approved
Casual Leave,1,11,4,2,Rejected
Annual Leave,7,5,2,0,Rejected
Sick Leave,1,12,3,0,Rejected
Casual Leave,7,11,0,0,Approved
Annual Leave,7,10,4,1,Rejected
Annual Leave,3,4,4,1,Approved
Casual Leave,2,3,4,0,Approved
Annual Leave,7,6,4,1,Rejected
Casual Leave,2,5,1,1,Approved
Sick Leave,2,4,2,2,Approved
Sick Leave,2,7,1,3,Rejected
Annual Leave,10,6,4,3,Rejected
Casual Leave,1,10,1,0,Approved
Casual Leave,1,12,1,1,Rejected
Casual Leave,5,4,0,1,Rejected
Annual Leave,7,5,4,1,Rejected
Casual Leave,2,5,1,0,Approved
Annual Leave,5,4,0,1,Rejected
Sick Leave,7,8,0,1,Approved
Annual Leave,7,10,4,2,Rejected
Casual Leave,3,4,4,2,Approved
Sick Leave,2,3,4,3,Approved
Casual Leave,2,3,4,0,Approved
Casual Leave,1,5,0,1,Approved
Sick Leave,1,2,4,2,Approved
Annual Leave,14,3,4,3,Approved
Casual Leave,2,4,3,4,Rejected
Sick Leave,5,7,2,4,Approved
Casual Leave,2,7,3,5,Rejected
Casual Leave,2,11,0,0,Rejected
Sick Leave,3,10,2,0,Rejected
Casual Leave,2,8,1,0,Approved
Annual Leave,2,5,4,1,Approved
Annual Leave,5,2,0,0,Approved
Casual Leave,1,7,4,1,Approved
Annual Leave,7,1,4,2,Approved
Casual Leave,3,10,4,0,Approved
Sick Leave,7,11,2,1,Rejected
Annual Leave,10,3,4,1,Rejected
Annual Leave,14,8,3,1,Approved
Sick Leave,2,6,2,2,Rejected
Sick Leave,1,1,4,0,Approved
Sick Leave,2,6,4,1,Rejected
Annual Leave,10,10,1,1,Approved
Annual Leave,1,7,0,2,Approved
Sick Leave,1,2,4,0,Approved
Annual Leave,7,10,3,1,Approved
Sick Leave,3,9,4,2,Approved
Sick Leave,1,12,3,0,Approved
Sick Leave,1,12,4,1,Approved
Sick Leave,3,2,3,2,Approved
Casual Leave,5,9,0,0,Approved
Sick Leave,1,10,1,1,Approved
Annual Leave,10,12,3,0,Approved
Annual Leave,5,8,3,1,Approved
Annual Leave,14,2,2,2,Rejected
Annual Leave,7,10,3,2,Approved
Sick Leave,1,9,0,0,Approved
Casual Leave,7,10,1,1,Approved
Sick Leave,2,10,0,0,Approved
Casual Leave,1,8,0,1,Approved
Sick Leave,1,7,2,2,Approved
Casual Leave,3,1,4,0,Approved
Casual Leave,2,7,2,1,Approved
Casual Leave,1,10,1,2,Approved
Sick Leave,1,6,4,0,Rejected
Annual Leave,7,1,1,0,Approved
Casual Leave,2,9,1,1,Approved
Casual Leave,5,11,2,2,Approved
Casual Leave,3,5,2,3,Rejected
Casual Leave,2,8,0,3,Approved
Sick Leave,1,6,4,0,Approved
Casual Leave,2,8,4,1,Rejected
Sick Leave,2,7,1,1,Rejected
Sick Leave,2,1,2,1,Rejected
Casual Leave,1,1,1,1,Rejected
Sick Leave,7,10,3,1,Approved
Casual Leave,3,6,3,2,Approved
Casual Leave,2,3,0,0,Approved
Sick Leave,3,4,0,1,Rejected
Sick Leave,2,9,4,1,Rejected
Annual Leave,10,6,4,1,Approved
Annual Leave,7,8,0,0,Approved
Sick Leave,7,1,4,1,Approved
Annual Leave,3,5,2,2,Approved
Casual Leave,3,11,0,0,Approved
Casual Leave,2,2,3,1,Approved
Sick Leave,2,10,2,0,Approved
Sick Leave,5,6,3,1,Approved
Sick Leave,1,1,3,2,Approved
Sick Leave,5,3,4,3,Approved
Annual Leave,3,8,4,0,Approved
Sick Leave,2,6,1,1,Approved
Annual Leave,7,10,4,2,Approved
Casual Leave,2,12,2,3,Rejected
Casual Leave,3,1,2,3,Approved
Annual Leave,5,12,2,4,Approved
Sick Leave,1,12,4,0,Approved
Sick Leave,1,1,0,1,Approved
Sick Leave,1,11,2,2,Approved
Sick Leave,2,4,1,3,Rejected
Sick Leave,1,10,0,3,Rejected
Sick Leave,3,12,4,3,Approved
Sick Leave,1,12,4,0,Rejected
Annual Leave,3,12,0,0,Approved
Annual Leave,14,7,4,1,Approved
Annual Leave,5,8,1,2,Approved
Annual Leave,3,9,1,3,Approved
Annual Leave,5,12,1,4,Approved
Casual Leave,5,8,0,0,Rejected
Casual Leave,3,12,0,0,Approved
Annual Leave,7,10,4,1,Approved
Sick Leave,7,9,0,2,Approved
Annual Leave,3,2,3,0,Approved
Casual Leave,2,11,4,1,Approved
Sick Leave,1,7,4,2,Approved
Casual Leave,3,9,1,0,Approved
Annual Leave,3,7,3,1,Rejected
Casual Leave,2,10,0,1,Approved
Sick Leave,3,7,3,2,Rejected
Casual Leave,3,12,4,2,Approved
Annual Leave,5,8,4,3,Approved
Annual Leave,7,6,2,0,Rejected
Annual Leave,2,7,2,0,Rejected
Sick Leave,1,8,3,0,Rejected
Sick Leave,3,7,0,0,Approved
Sick Leave,14,12,0,0,Rejected
Sick Leave,2,9,2,0,Approved
Sick Leave,1,5,0,1,Rejected
Casual Leave,5,6,3,0,Approved
Casual Leave,1,9,4,1,Approved
Sick Leave,5,12,0,2,Approved
Sick Leave,1,1,4,3,Approved
Casual Leave,2,11,1,4,Rejected
Sick Leave,2,5,0,4,Rejected
Sick Leave,1,7,4,0,Rejected
Annual Leave,14,4,2,0,Rejected
Sick Leave,5,10,0,0,Rejected
Annual Leave,5,3,1,0,Rejected
Casual Leave,3,3,1,0,Rejected
Casual Leave,3,12,4,0,Rejected
Annual Leave,14,10,4,0,Approved
Sick Leave,5,10,0,1,Approved
Sick Leave,2,5,0,0,Rejected
Annual Leave,5,5,4,0,Approved
Annual Leave,1,10,4,1,Approved
Annual Leave,5,8,4,2,Approved
Sick Leave,1,8,3,3,Rejected
Annual Leave,14,6,4,0,Rejected
Casual Leave,3,6,0,0,Approved
Annual Leave,3,5,2,0,Rejected
Casual Leave,2,10,0,0,Approved
Casual Leave,3,7,0,1,Rejected
Annual Leave,10,11,1,1,Rejected
Casual Leave,5,4,4,1,Approved
Casual Leave,1,2,1,0,Approved
Annual Leave,3,6,2,1,Approved
Sick Leave,3,1,2,2,Rejected
Annual Leave,5,5,3,0,Approved
Casual Leave,1,3,4,1,Rejected
Sick Leave,1,4,4,0,Rejected
Annual Leave,3,6,2,0,Rejected
Sick Leave,2,7,0,0,Approved
Annual Leave,3,11,0,1,Rejected
Sick Leave,7,10,0,1,Rejected
Annual Leave,14,9,4,1,Approved
Casual Leave,3,11,0,2,Rejected
Annual Leave,7,9,0,2,Approved
Annual Leave,3,7,2,0,Rejected
Sick Leave,1,8,4,0,Approved
Casual Leave,5,9,1,1,Rejected
Sick Leave,3,6,4,1,Approved
Annual Leave,5,12,4,2,Rejected
Sick Leave,2,10,4,0,Rejected
Sick Leave,5,6,0,0,Rejected
Sick Leave,1,2,0,0,Rejected
Sick Leave,1,11,1,0,Rejected
Sick Leave,3,6,1,0,Rejected
Annual Leave,14,9,2,0,Approved
Annual Leave,5,12,0,1,Rejected
Sick Leave,2,5,0,0,Approved
Sick Leave,3,2,0,1,Approved
Sick Leave,5,1,1,2,Approved
Sick Leave,2,4,1,3,Approved
Sick Leave,1,6,3,4,Approved
Sick Leave,2,10,0,5,Rejected
Casual Leave,3,2,4,0,Rejected
Sick Leave,3,2,2,0,Approved
Sick Leave,2,8,4,1,Rejected
Sick Leave,3,7,3,1,Approved
Sick Leave,1,11,2,0,Approved
Sick Leave,5,2,0,1,Approved
Sick Leave,2,7,0,2,Rejected
Casual Leave,1,9,0,2,Approved
Annual Leave,1,7,2,3,Approved
Sick Leave,2,11,0,4,Rejected
Annual Leave,3,10,4,0,Approved
Annual Leave,3,10,3,1,Rejected
Annual Leave,7,7,4,1,Approved
Casual Leave,3,11,1,2,Approved
Casual Leave,1,6,4,3,Rejected
Casual Leave,3,10,4,3,Rejected
Casual Leave,1,6,1,3,Approved
Annual Leave,14,6,3,0,Rejected
Sick Leave,2,10,0,0,Approved
Casual Leave,7,10,1,0,Approved
Annual Leave,10,10,3,1,Approved
Sick Leave,1,5,3,0,Approved
Casual Leave,5,9,1,1,Approved
Annual Leave,14,9,4,0,Rejected
Casual Leave,3,10,3,0,Approved
Casual Leave,1,10,3,1,Rejected
Casual Leave,3,4,1,1,Rejected
Casual Leave,3,4,3,1,Rejected
Annual Leave,7,6,0,1,Rejected
Annual Leave,10,6,3,0,Approved
Sick Leave,1,5,2,1,Approved
Annual Leave,7,6,1,0,Rejected
Annual Leave,7,4,4,0,Rejected
Sick Leave,1,4,0,0,Approved
Annual Leave,7,8,4,1,Approved
Casual Leave,7,8,3,2,Rejected
Sick Leave,2,9,2,2,Rejected
Sick Leave,5,11,4,0,Approved
Casual Leave,2,6,2,1,Rejected
Casual Leave,3,10,0,1,Rejected
Casual Leave,2,10,2,1,Rejected
Casual Leave,2,10,0,1,Approved
Annual Leave,5,4,4,2,Approved
Casual Leave,1,5,1,3,Rejected
Casual Leave,2,10,0,0,Rejected
Casual Leave,3,5,2,0,Approved
Sick Leave,2,12,2,1,Approved
Casual Leave,1,11,4,2,Rejected
Annual Leave,5,5,4,0,Approved
Casual Leave,2,7,0,1,Approved
Casual Leave,2,10,3,2,Rejected
Casual Leave,5,7,1,2,Rejected
Sick Leave,2,1,0,2,Rejected
Annual Leave,7,3,0,2,Approved
Annual Leave,7,7,4,0,Approved
Sick Leave,14,1,4,1,Approved
Casual Leave,1,7,2,2,Approved
Casual Leave,2,7,4,3,Rejected
Casual Leave,2,11,4,0,Approved
Annual Leave,5,2,2,1,Rejected
Casual Leave,3,11,0,0,Rejected
Sick Leave,1,5,4,0,Rejected
Annual Leave,7,6,2,0,Approved
Annual Leave,7,10,4,1,Approved
Sick Leave,5,5,2,0,Approved
Sick Leave,3,8,4,1,Approved
Annual Leave,7,6,4,2,Approved
Sick Leave,2,3,1,3,Approved
Casual Leave,2,8,3,4,Approved
Annual Leave,3,10,2,5,Rejected
Sick Leave,1,2,0,0,Approved
Annual Leave,5,8,3,1,Approved
Annual Leave,7,10,1,2,Approved
Annual Leave,3,7,0,3,Approved
Casual Leave,1,8,0,0,Approved
Sick Leave,3,2,3,1,Approved
Casual Leave,2,11,0,2,Approved
Annual Leave,10,11,4,3,Rejected
Sick Leave,3,10,4,3,Approved
Sick Leave,5,11,4,0,Rejected
Annual Leave,1,8,2,0,Approved
Casual Leave,5,6,4,1,Rejected
Casual Leave,2,10,4,1,Approved
Sick Leave,2,6,2,0,Approved
Sick Leave,2,10,0,1,Approved
Sick Leave,5,4,0,2,Approved
Annual Leave,10,5,0,0,Rejected
Casual Leave,3,11,2,0,Approved
Annual Leave,3,10,2,1,Approved
Annual Leave,5,7,3,2,Approved
Annual Leave,5,11,0,3,Rejected
Casual Leave,3,3,4,3,Approved
Sick Leave,2,2,3,0,Approved
Annual Leave,3,10,0,1,Approved
Casual Leave,1,12,4,0,Rejected
Sick Leave,5,4,4,0,Approved
Casual Leave,2,10,0,1,Approved
Casual Leave,2,10,3,2,Approved
Annual Leave,7,7,0,3,Approved
Annual Leave,7,12,3,0,Approved
Casual Leave,2,11,3,1,Rejected
Sick Leave,3,2,3,0,Rejected
Sick Leave,3,9,2,0,Rejected
Sick Leave,5,8,0,0,Rejected
Sick Leave,5,3,3,0,Approved
Sick Leave,14,1,0,0,Rejected
Sick Leave,14,8,0,0,Approved
Casual Leave,2,8,2,1,Rejected
Casual Leave,1,10,2,0,Rejected
Casual Leave,7,12,2,0,Rejected
Sick Leave,5,2,1,0,Approved
Casual Leave,1,7,3,1,Approved
Casual Leave,1,11,4,2,Rejected
Sick Leave,1,10,0,2,Approved
Annual Leave,3,4,4,0,Approved
Annual Leave,3,12,0,1,Approved
Sick Leave,7,4,4,2,Approved
Annual Leave,10,10,1,3,Approved
Annual Leave,10,12,1,4,Rejected
Casual Leave,2,11,0,0,Approved
Sick Leave,14,10,1,1,Rejected
Sick Leave,3,10,4,1,Approved
Annual Leave,10,4,0,2,Approved
Sick Leave,1,9,0,3,Approved
Casual Leave,1,11,4,0,Approved
Casual Leave,2,6,2,1,Rejected
Sick Leave,5,9,0,1,Approved
Sick Leave,1,5,3,2,Approved
Sick Leave,5,4,4,3,Approved
Casual Leave,1,5,0,0,Approved
Casual Leave,3,9,0,1,Approved
Annual Leave,3,3,2,2,Approved
Casual Leave,3,8,0,3,Rejected
Sick Leave,1,9,4,3,Approved
Annual Leave,5,7,2,4,Rejected
Casual Leave,1,8,3,4,Approved
Sick Leave,7,11,2,0,Approved
Annual Leave,5,11,0,1,Approved
Sick Leave,1,12,0,2,Rejected
Annual Leave,5,10,2,0,Rejected
Casual Leave,2,10,3,0,Rejected
Sick Leave,7,6,3,0,Approved
Annual Leave,5,11,2,1,Rejected
Annual Leave,5,11,0,1,Approved
Casual Leave,2,5,0,0,Rejected
Sick Leave,2,4,0,0,Rejected
Annual Leave,1,7,4,0,Approved
Annual Leave,7,9,3,1,Approved
Sick Leave,2,8,2,2,Approved
Annual Leave,1,6,2,3,Rejected
Casual Leave,2,11,4,0,Approved
Annual Leave,3,12,2,1,Approved
Sick Leave,2,11,1,2,Approved
Casual Leave,5,11,3,3,Approved
Casual Leave,7,8,4,4,Approved
Sick Leave,2,5,4,0,Approved
Casual Leave,2,12,1,1,Rejected
Annual Leave,14,5,2,1,Approved
Sick Leave,3,1,0,2,Approved
Annual Leave,3,12,3,3,Rejected
Casual Leave,3,7,1,3,Rejected
Casual Leave,7,7,4,3,Rejected
Annual Leave,5,10,0,0,Approved
Annual Leave,5,4,1,1,Rejected
Casual Leave,1,9,2,1,Rejected
Annual Leave,7,10,0,1,Rejected
Annual Leave,2,10,0,0,Rejected
Annual Leave,3,3,0,0,Rejected
Annual Leave,14,5,4,0,Approved
Annual Leave,7,1,4,1,Approved
Casual Leave,1,9,3,2,Rejected
Annual Leave,14,12,4,2,Rejected
Sick Leave,3,6,2,0,Rejected
Sick Leave,7,3,2,0,Rejected
Sick Leave,1,4,3,0,Approved
Annual Leave,10,11,1,1,Approved
Annual Leave,5,3,2,2,Approved
Sick Leave,1,8,4,3,Approved
Sick Leave,3,11,0,4,Rejected
Casual Leave,7,4,0,4,Rejected
Annual Leave,5,12,0,0,Rejected
Casual Leave,1,7,4,0,Approved
Casual Leave,2,11,4,0,Approved
Sick Leave,1,4,1,1,Approved
Casual Leave,1,12,3,2,Approved
Sick Leave,1,7,3,3,Approved
Sick Leave,1,3,0,4,Rejected
Casual Leave,1,1,4,0,Approved
Casual Leave,1,8,0,1,Rejected
Sick Leave,5,2,3,1,Rejected
Annual Leave,2,10,4,1,Approved
Casual Leave,2,7,2,0,Approved
Casual Leave,3,9,0,1,Approved
Annual Leave,5,12,3,2,Approved
Casual Leave,1,11,0,0,Approved
Sick Leave,14,10,0,1,Approved
Sick Leave,5,8,0,2,Approved
Annual Leave,7,1,4,3,Approved
Sick Leave,1,8,0,4,Rejected
Sick Leave,1,11,2,4,Rejected
Casual Leave,1,11,4,0,Rejected
Casual Leave,5,12,4,0,Approved
Sick Leave,3,3,2,1,Rejected
Annual Leave,5,7,2,0,Rejected
Casual Leave,1,9,4,0,Approved
Sick Leave,1,5,4,1,Rejected
Sick Leave,2,9,3,0,Rejected
Casual Leave,3,1,2,0,Approved
Sick Leave,5,4,1,1,Rejected
Sick Leave,2,10,0,0,Approved
Sick Leave,1,5,0,1,Approved
Sick Leave,5,12,4,2,Rejected
Sick Leave,2,6,4,2,Approved
Annual Leave,14,1,4,3,Approved
Casual Leave,3,10,0,4,Rejected
Sick Leave,1,1,0,4,Approved
Annual Leave,10,4,2,0,Rejected
Sick Leave,2,6,4,0,Approved
Casual Leave,2,11,1,0,Rejected
Sick Leave,5,11,4,0,Rejected
Annual Leave,7,10,2,0,Approved
Casual Leave,1,6,1,1,Rejected
Annual Leave,10,1,2,1,Approved
Casual Leave,3,10,4,2,Approved
Casual Leave,2,2,4,3,Rejected
Sick Leave,5,6,1,0,Rejected
Casual Leave,2,9,3,0,Approved
Casual Leave,2,9,4,1,Rejected
Casual Leave,5,11,1,1,Rejected
Annual Leave,5,9,2,1,Approved
Sick Leave,1,12,2,2,Rejected
Sick Leave,2,8,4,0,Rejected
Casual Leave,3,5,1,0,Approved
Annual Leave,7,7,0,1,Approved
Annual Leave,14,11,1,2,Rejected
Annual Leave,7,12,1,2,Rejected
Sick Leave,7,5,2,0,Approved
Sick Leave,1,5,4,1,Approved
Sick Leave,5,12,0,2,Approved
Casual Leave,2,9,4,3,Approved
Sick Leave,2,3,1,4,Approved
Casual Leave,1,2,0,0,Approved
Casual Leave,1,5,4,1,Approved
Casual Leave,7,8,4,2,Approved
Annual Leave,7,9,0,3,Approved
Sick Leave,1,7,2,4,Rejected
Sick Leave,2,12,2,0,Approved
Casual Leave,2,9,2,1,Approved
Annual Leave,5,8,4,0,Approved
Sick Leave,2,4,0,1,Approved
Casual Leave,1,7,4,2,Rejected
Sick Leave,1,7,1,2,Rejected
Annual Leave,5,8,2,2,Rejected
Annual Leave,5,10,2,2,Approved
Casual Leave,5,9,0,0,Approved
Sick Leave,5,6,4,1,Approved
Annual Leave,7,4,2,2,Rejected
Casual Leave,1,8,3,2,Approved
Sick Leave,2,4,1,0,Approved
Casual Leave,1,10,1,1,Approved
Casual Leave,7,9,2,2,Rejected
Sick Leave,5,4,4,2,Approved
Sick Leave,1,12,4,3,Approved
Sick Leave,1,4,2,4,Rejected
Casual Leave,5,12,2,0,Approved
Annual Leave,5,7,0,1,Approved
Annual Leave,1,6,0,2,Approved
Annual Leave,10,2,4,3,Approved
Casual Leave,2,6,0,4,Rejected
Sick Leave,7,9,2,4,Approved
Casual Leave,3,6,4,5,Approved
Sick Leave,3,11,0,0,Rejected
Casual Leave,1,3,1,0,Approved
Annual Leave,2,4,1,1,Rejected
Annual Leave,3,9,4,1,Approved
Sick Leave,2,4,1,2,Approved
Annual Leave,7,4,4,3,Approved
Casual Leave,2,9,0,4,Rejected
Annual Leave,14,9,2,0,Approved
Casual Leave,1,6,2,1,Rejected
Annual Leave,10,5,2,1,Rejected
Sick Leave,2,6,1,1,Approved
Annual Leave,10,3,1,0,Approved
Sick Leave,3,10,1,1,Approved
Sick Leave,5,5,0,2,Approved
Sick Leave,2,3,0,3,Approved
Sick Leave,2,8,0,4,Approved
Casual Leave,1,11,3,5,Rejected
Casual Leave,1,4,3,5,Approved
Sick Leave,1,11,4,0,Approved
Annual Leave,3,10,4,1,Approved
Casual Leave,1,7,4,2,Approved
Sick Leave,5,12,0,3,Approved
Sick Leave,3,3,4,0,Approved
Annual Leave,5,2,1,1,Approved
Sick Leave,5,7,4,2,Approved
Casual Leave,3,9,3,3,Approved
Annual Leave,10,3,4,0,Approved
Annual Leave,7,6,4,1,Approved
Casual Leave,1,4,1,2,Rejected
Casual Leave,2,12,3,2,Rejected
Annual Leave,2,5,0,2,Approved
Casual Leave,1,1,2,0,Approved
Sick Leave,1,4,0,1,Approved
Annual Leave,5,7,0,2,Approved
Sick Leave,2,6,3,3,Rejected
Casual Leave,3,4,0,3,Approved
Sick Leave,1,8,4,4,Approved
Annual Leave,5,2,1,5,Approved
Annual Leave,1,10,3,0,Rejected
Casual Leave,5,11,4,0,Approved
Annual Leave,5,7,3,1,Approved
Casual Leave,2,8,0,2,Approved
Annual Leave,10,7,0,3,Approved
Casual Leave,1,12,2,4,Approved
Casual Leave,1,10,1,5,Rejected
Annual Leave,14,11,2,0,Approved
Annual Leave,5,1,3,1,Approved
Sick Leave,1,6,4,2,Approved
Annual Leave,2,10,4,3,Rejected
Casual Leave,3,7,0,0,Rejected
Sick Leave,2,8,2,0,Approved
Annual Leave,5,10,0,1,Rejected
Sick Leave,1,3,4,1,Approved
Annual Leave,5,6,4,2,Approved
Casual Leave,2,12,0,3,Approved
Annual Leave,2,5,4,0,Approved
Annual Leave,3,12,4,1,Approved
Casual Leave,2,12,2,0,Approved
Casual Leave,1,7,2,1,Approved
Annual Leave,5,7,0,2,Approved
Casual Leave,3,6,1,0,Rejected
Annual Leave,7,11,2,0,Approved
Casual Leave,3,7,0,1,Approved
Sick Leave,2,10,3,2,Rejected
Annual Leave,3,10,0,0,Rejected
Annual Leave,1,6,4,0,Approved
Annual Leave,7,5,4,1,Approved
Casual Leave,1,6,4,0,Approved
Casual Leave,5,8,3,1,Approved
Annual Leave,7,5,3,2,Approved
Annual Leave,5,4,4,3,Approved
Casual Leave,1,4,1,4,Rejected
Sick Leave,3,5,3,0,Approved
Sick Leave,1,9,2,1,Approved
Casual Leave,7,5,4,2,Approved
Sick Leave,1,5,3,3,Approved
Sick Leave,3,8,4,4,Approved
Annual Leave,3,6,4,5,Approved
Annual Leave,7,4,0,0,Approved
Casual Leave,1,8,0,1,Rejected
Annual Leave,14,12,4,1,Approved
Annual Leave,2,2,4,0,Approved
Casual Leave,2,11,4,1,Rejected
Annual Leave,3,1,2,1,Approved
Sick Leave,5,3,4,2,Approved
Annual Leave,10,12,0,3,Rejected
Sick Leave,1,5,4,3,Rejected
Casual Leave,3,8,0,0,Rejected
Sick Leave,1,12,4,0,Approved
Casual Leave,1,8,0,1,Approved
Casual Leave,5,10,0,2,Rejected
Casual Leave,2,3,4,2,Rejected
Casual Leave,5,5,4,2,Approved
Sick Leave,5,6,1,0,Approved
Annual Leave,3,4,4,1,Rejected
Annual Leave,3,12,0,1,Rejected
Casual Leave,3,4,4,1,Approved
Casual Leave,3,6,4,0,Approved
Sick Leave,2,11,4,1,Rejected
Sick Leave,1,12,0,1,Approved
Casual Leave,2,8,4,2,Approved
Sick Leave,3,3,0,3,Rejected
Annual Leave,5,3,2,3,Rejected
Casual Leave,1,4,1,3,Approved
Sick Leave,1,6,2,0,Approved
Sick Leave,2,6,4,1,Approved
Sick Leave,2,5,4,2,Approved
Casual Leave,3,10,4,3,Rejected
Sick Leave,1,8,0,3,Approved
Annual Leave,10,5,1,0,Rejected
Sick Leave,5,4,4,0,Rejected
Annual Leave,7,8,2,0,Approved
Casual Leave,3,11,4,1,Approved
Casual Leave,1,5,0,2,Rejected
Casual Leave,2,9,0,2,Approved
Casual Leave,1,12,0,0,Approved
Sick Leave,1,10,4,1,Rejected
